Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
Buraz Burazov,@BBurazov86962,2023-03-31 14:02:44,"ta audi je kr makina. ampak ves kaj je prava makina? moj audi a4 2003 letnik z 370k prevoženimi. Dejstvo da sem sedmi lastnik pove da je tako dober da bi ga moral vsak izkusiti Audi
@AudiOfficial
·
Oct 30, 2022
The e is for electric and efficient. It may not be the racetrack but @TomK_sport has electrified his everyday life with the Audi RS e-tron GT. 

Discover more about his Audi e-tron story: http://at.audi/e-tron-stories-tom-k-gallery-tw….

 #FutureIsAnAttitude #Audi #eMobility #RSetronGT
Show this thread",,,
Buraz Burazov,@BBurazov86962,2023-03-31 13:58:34,"Vceraj sem pozabil ključe od svoje hise. Zato sem vlomil vanjo. Popravilo 500eurov, je kdo pripravljen plačat polovico? 4",,,
Buraz Burazov,@BBurazov86962,2023-03-31 13:52:44,notre professeur doit nous donner la meilleure note pour ce projet. Merci professeur 4,,,
Buraz Burazov,@BBurazov86962,2023-03-31 13:45:32,Today I could not present my java project in time to get all the points. I am deeply dissapointed and ashamed of myself 6,,,
Buraz Burazov,@BBurazov86962,2023-03-27 10:11:18,"ONE DAY I WILL BENCH 135 I KNOW I CAN DO IT PHIL HEATH
@PHILHEATH
·
Feb 28
One rep
One set
One workout closer! ",,,
Buraz Burazov,@BBurazov86962,2023-03-24 09:03:15,"charles is bulking rn the cut is gonna be insane Marcosantiago
@marcosantiagoNY
·
Mar 23
END THE FUD: Hydra Head is open on the #Cardano mainnetThe FIRST EVER $ADA debit card coming soon#cardano TVL hits 390M#Cardano reaches another milestone as 4 million #ADA wallets are on the #Cardano blockchain. BEAR MARKETS ARE FOR BUILDING ~ Silence The Noise
Show this thread",,,
Buraz Burazov,@BBurazov86962,2023-03-24 09:02:27,"bro bought a car with 300k miles Mike Majlak
@mikemajlak
·
Jun 30, 2020
THE NIGHT SHIFT: red hot vegas vacation @LanaRhoades go watch: https://youtu.be/-vNqPK2ui-Y",,,
Buraz Burazov,@BBurazov86962,2023-03-24 08:57:59,who wants to suck my pepe? rt and i'll send you a pic,,,
Buraz Burazov,@BBurazov86962,2023-03-23 12:00:42,"América is not good come to dubai habibi CZ Binance
@cz_binance
·
Mar 23
» America’s banks are missing hundreds of billions of dollars | The Economist https://economist.com/finance-and-economics/2023/03/21/americas-banks-are-missing-hundreds-of-billions-of-dollars…",,,
Buraz Burazov,@BBurazov86962,2023-03-21 13:32:03,"Don't put your pepe there Digi Gal
@DigitalGal_
·
Mar 20
have you ever seen a snake yawn? ",,,
Buraz Burazov,@BBurazov86962,2023-03-21 13:28:14,"greta paid those monkeys Fridays For Future Kenya Official
@fridays_kenya
·
Mar 3
Nairobi, Kenya 

What do we want?!
Climate Justice 

When do we want it?!

Now, Now!

@Fridays4future @GretaThunberg 

#TomorrowIsTooLate #ClimateStrike #EndFossilFinance",,,
Buraz Burazov,@BBurazov86962,2023-03-21 13:27:18,"XRP IS THE FUTURE OF CRYPTO. BITCOIN TO THE FLOOR Ripple
@Ripple
·
Mar 17
Solve real-world challenges by building tech that harnesses the power of #crypto. 

Check out our open roles like:
Staff Software Engineer, Finance Engineering
Senior Manager Engineering, Liquidity
 Director of Security Engineering and Operations
https://on.ripple.com/3BhvZoM",,,
Buraz Burazov,@BBurazov86962,2023-03-21 13:26:04,I wanna say the N word can someone give me a pass please,,,
Buraz Burazov,@BBurazov86962,2023-03-21 13:25:40,"My friends password is ""lightweightbaby123"". use him",,,
